Country,Element,Item,Year,Value
Portugal,Import Quantity,Maize and products,1965,157000
Portugal,Import Quantity,Maize and products,1970,336000
Portugal,Import Quantity,Maize and products,1975,1221000
Portugal,Import Quantity,Maize and products,1980,2641000
Portugal,Import Quantity,Maize and products,1985,1453000
Portugal,Import Quantity,Maize and products,1990,929000
Portugal,Import Quantity,Maize and products,1995,896000
Portugal,Import Quantity,Maize and products,2000,1116000
Portugal,Import Quantity,Maize and products,2005,1253000
Portugal,Import Quantity,Maize and products,2010,1453000
Portugal,Import Quantity,Maize and products,2011,1663000
Portugal,Import Quantity,Maize and products,2012,1755000
Portugal,Import Quantity,Maize and products,2013,1729000
Portugal,Production,Millet and products,1965,8000
Portugal,Production,Millet and products,1970,6000
Portugal,Production,Millet and products,1975,0
Portugal,Production,Millet and products,1980,0
Portugal,Production,Millet and products,1985,0
Portugal,Production,Millet and products,1990,0
Portugal,Production,Millet and products,1995,0
Portugal,Production,Millet and products,2000,0
Portugal,Production,Millet and products,2005,0
Portugal,Production,Millet and products,2010,0
Portugal,Production,Millet and products,2011,0
Portugal,Production,Millet and products,2012,0
Portugal,Production,Millet and products,2013,0
Portugal,Import Quantity,Millet and products,1965,0
Portugal,Import Quantity,Millet and products,1970,0
Portugal,Import Quantity,Millet and products,1975,0
Portugal,Import Quantity,Millet and products,1980,0
Portugal,Import Quantity,Millet and products,1985,1000
Portugal,Import Quantity,Millet and products,1990,1000
Portugal,Import Quantity,Millet and products,1995,3000
Portugal,Import Quantity,Millet and products,2000,5000
Portugal,Import Quantity,Millet and products,2005,3000
Portugal,Import Quantity,Millet and products,2010,2000
Portugal,Import Quantity,Millet and products,2011,3000
Portugal,Import Quantity,Millet and products,2012,4000
Portugal,Import Quantity,Millet and products,2013,4000
Republic of Korea,Total Population - Both sexes,Population,1965,28393000
Republic of Korea,Total Population - Both sexes,Population,1970,31437000
Republic of Korea,Total Population - Both sexes,Population,1975,34713000
Republic of Korea,Total Population - Both sexes,Population,1980,37451000
Republic of Korea,Total Population - Both sexes,Population,1985,40502000
Republic of Korea,Total Population - Both sexes,Population,1990,42972000
Republic of Korea,Total Population - Both sexes,Population,1995,44653000
Republic of Korea,Total Population - Both sexes,Population,2000,45977000
Republic of Korea,Total Population - Both sexes,Population,2005,47033000
Republic of Korea,Total Population - Both sexes,Population,2010,48454000
Republic of Korea,Total Population - Both sexes,Population,2011,48733000
Republic of Korea,Total Population - Both sexes,Population,2012,49003000
Republic of Korea,Total Population - Both sexes,Population,2013,49263000
Republic of Korea,Production,Wheat and products,1965,184000
Republic of Korea,Production,Wheat and products,1970,219000
Republic of Korea,Production,Wheat and products,1975,97000
Republic of Korea,Production,Wheat and products,1980,92000
Republic of Korea,Production,Wheat and products,1985,11000
Republic of Korea,Production,Wheat and products,1990,1000
Republic of Korea,Production,Wheat and products,1995,10000
Republic of Korea,Production,Wheat and products,2000,2000
Republic of Korea,Production,Wheat and products,2005,8000
Republic of Korea,Production,Wheat and products,2010,39000
Republic of Korea,Production,Wheat and products,2011,44000
Republic of Korea,Production,Wheat and products,2012,37000
Republic of Korea,Production,Wheat and products,2013,19000
Republic of Korea,Import Quantity,Wheat and products,1965,539000
Republic of Korea,Import Quantity,Wheat and products,1970,1214000
Republic of Korea,Import Quantity,Wheat and products,1975,1548000
Republic of Korea,Import Quantity,Wheat and products,1980,1917000
Republic of Korea,Import Quantity,Wheat and products,1985,2988000
Republic of Korea,Import Quantity,Wheat and products,1990,2527000
Republic of Korea,Import Quantity,Wheat and products,1995,2392000
Republic of Korea,Import Quantity,Wheat and products,2000,3421000
Republic of Korea,Import Quantity,Wheat and products,2005,3815000
Republic of Korea,Import Quantity,Wheat and products,2010,4634000
Republic of Korea,Import Quantity,Wheat and products,2011,4875000
Republic of Korea,Import Quantity,Wheat and products,2012,5871000
Republic of Korea,Import Quantity,Wheat and products,2013,4906000
Republic of Korea,Production,Rice (Milled Equivalent),1965,3246000
Republic of Korea,Production,Rice (Milled Equivalent),1970,3652000
Republic of Korea,Production,Rice (Milled Equivalent),1975,4325000
Republic of Korea,Production,Rice (Milled Equivalent),1980,3543000
Republic of Korea,Production,Rice (Milled Equivalent),1985,5239000
Republic of Korea,Production,Rice (Milled Equivalent),1990,5151000
Republic of Korea,Production,Rice (Milled Equivalent),1995,4261000
Republic of Korea,Production,Rice (Milled Equivalent),2000,4800000
Republic of Korea,Production,Rice (Milled Equivalent),2005,4292000
Republic of Korea,Production,Rice (Milled Equivalent),2010,3876000
Republic of Korea,Production,Rice (Milled Equivalent),2011,3746000
Republic of Korea,Production,Rice (Milled Equivalent),2012,3605000
Republic of Korea,Production,Rice (Milled Equivalent),2013,3756000
Republic of Korea,Import Quantity,Rice (Milled Equivalent),1965,0
Republic of Korea,Import Quantity,Rice (Milled Equivalent),1970,644000
Republic of Korea,Import Quantity,Rice (Milled Equivalent),1975,403000
Republic of Korea,Import Quantity,Rice (Milled Equivalent),1980,757000
Republic of Korea,Import Quantity,Rice (Milled Equivalent),1985,0
Republic of Korea,Import Quantity,Rice (Milled Equivalent),1990,5000
Republic of Korea,Import Quantity,Rice (Milled Equivalent),1995,1000
Republic of Korea,Import Quantity,Rice (Milled Equivalent),2000,149000
Republic of Korea,Import Quantity,Rice (Milled Equivalent),2005,137000
Republic of Korea,Import Quantity,Rice (Milled Equivalent),2010,334000
Republic of Korea,Import Quantity,Rice (Milled Equivalent),2011,529000
Republic of Korea,Import Quantity,Rice (Milled Equivalent),2012,260000
Republic of Korea,Import Quantity,Rice (Milled Equivalent),2013,569000
Republic of Korea,Production,Barley and products,1965,2027000
Republic of Korea,Production,Barley and products,1970,2210000
Republic of Korea,Production,Barley and products,1975,2361000
Republic of Korea,Production,Barley and products,1980,1100000
Republic of Korea,Production,Barley and products,1985,793000
Republic of Korea,Production,Barley and products,1990,578000
Republic of Korea,Production,Barley and products,1995,393000
Republic of Korea,Production,Barley and products,2000,227000
Republic of Korea,Production,Barley and products,2005,287000
Republic of Korea,Production,Barley and products,2010,81000
Republic of Korea,Production,Barley and products,2011,76000
Republic of Korea,Production,Barley and products,2012,60000
Republic of Korea,Production,Barley and products,2013,60000
Republic of Korea,Import Quantity,Barley and products,1965,106000
Republic of Korea,Import Quantity,Barley and products,1970,12000
Republic of Korea,Import Quantity,Barley and products,1975,539000
Republic of Korea,Import Quantity,Barley and products,1980,5000
Republic of Korea,Import Quantity,Barley and products,1985,2000
Republic of Korea,Import Quantity,Barley and products,1990,88000
Republic of Korea,Import Quantity,Barley and products,1995,216000
Republic of Korea,Import Quantity,Barley and products,2000,194000
Republic of Korea,Import Quantity,Barley and products,2005,248000
Republic of Korea,Import Quantity,Barley and products,2010,240000
Republic of Korea,Import Quantity,Barley and products,2011,299000
Republic of Korea,Import Quantity,Barley and products,2012,343000
Republic of Korea,Import Quantity,Barley and products,2013,289000
Republic of Korea,Production,Maize and products,1965,40000
Republic of Korea,Production,Maize and products,1970,63000
Republic of Korea,Production,Maize and products,1975,54000
Republic of Korea,Production,Maize and products,1980,154000
Republic of Korea,Production,Maize and products,1985,132000
Republic of Korea,Production,Maize and products,1990,120000
Republic of Korea,Production,Maize and products,1995,74000
Republic of Korea,Production,Maize and products,2000,64000
Republic of Korea,Production,Maize and products,2005,73000
Republic of Korea,Production,Maize and products,2010,74000
Republic of Korea,Production,Maize and products,2011,74000
Republic of Korea,Production,Maize and products,2012,83000
Republic of Korea,Production,Maize and products,2013,80000
Republic of Korea,Import Quantity,Maize and products,1965,74000
Republic of Korea,Import Quantity,Maize and products,1970,223000
Republic of Korea,Import Quantity,Maize and products,1975,541000
Republic of Korea,Import Quantity,Maize and products,1980,2351000
Republic of Korea,Import Quantity,Maize and products,1985,3406000
Republic of Korea,Import Quantity,Maize and products,1990,6159000
Republic of Korea,Import Quantity,Maize and products,1995,9043000
Republic of Korea,Import Quantity,Maize and products,2000,8737000
Republic of Korea,Import Quantity,Maize and products,2005,8613000
Republic of Korea,Import Quantity,Maize and products,2010,8588000
Republic of Korea,Import Quantity,Maize and products,2011,7811000
Republic of Korea,Import Quantity,Maize and products,2012,8249000
Republic of Korea,Import Quantity,Maize and products,2013,8755000
Republic of Korea,Production,Millet and products,1965,63000
Republic of Korea,Production,Millet and products,1970,45000
Republic of Korea,Production,Millet and products,1975,28000
Republic of Korea,Production,Millet and products,1980,4000
Republic of Korea,Production,Millet and products,1985,5000
Republic of Korea,Production,Millet and products,1990,4000
Republic of Korea,Production,Millet and products,1995,2000
Republic of Korea,Production,Millet and products,2000,2000
Republic of Korea,Production,Millet and products,2005,2000
Republic of Korea,Production,Millet and products,2010,1000
Republic of Korea,Production,Millet and products,2011,1000
Republic of Korea,Production,Millet and products,2012,1000
Republic of Korea,Production,Millet and products,2013,1000
Republic of Korea,Import Quantity,Millet and products,1965,0
Republic of Korea,Import Quantity,Millet and products,1970,0
Republic of Korea,Import Quantity,Millet and products,1975,13000
Republic of Korea,Import Quantity,Millet and products,1980,1000
Republic of Korea,Import Quantity,Millet and products,1985,0
Republic of Korea,Import Quantity,Millet and products,1990,0
Republic of Korea,Import Quantity,Millet and products,1995,7000
Republic of Korea,Import Quantity,Millet and products,2000,12000
Republic of Korea,Import Quantity,Millet and products,2005,18000
Republic of Korea,Import Quantity,Millet and products,2010,15000
Republic of Korea,Import Quantity,Millet and products,2011,17000
Republic of Korea,Import Quantity,Millet and products,2012,15000
Republic of Korea,Import Quantity,Millet and products,2013,18000
Republic of Moldova,Total Population - Both sexes,Population,1995,4339000
Republic of Moldova,Total Population - Both sexes,Population,2000,4107000
Republic of Moldova,Total Population - Both sexes,Population,2005,3767000
Republic of Moldova,Total Population - Both sexes,Population,2010,3573000
Republic of Moldova,Total Population - Both sexes,Population,2011,3543000
Republic of Moldova,Total Population - Both sexes,Population,2012,3514000
Republic of Moldova,Total Population - Both sexes,Population,2013,3487000
Republic of Moldova,Production,Wheat and products,1995,1278000
Republic of Moldova,Production,Wheat and products,2000,728000
Republic of Moldova,Production,Wheat and products,2005,1057000
Republic of Moldova,Production,Wheat and products,2010,744000
Republic of Moldova,Production,Wheat and products,2011,795000
Republic of Moldova,Production,Wheat and products,2012,495000
Republic of Moldova,Production,Wheat and products,2013,1009000
Republic of Moldova,Import Quantity,Wheat and products,1995,66000
Republic of Moldova,Import Quantity,Wheat and products,2000,43000
Republic of Moldova,Import Quantity,Wheat and products,2005,44000
Republic of Moldova,Import Quantity,Wheat and products,2010,104000
Republic of Moldova,Import Quantity,Wheat and products,2011,112000
Republic of Moldova,Import Quantity,Wheat and products,2012,121000
Republic of Moldova,Import Quantity,Wheat and products,2013,96000
Republic of Moldova,Import Quantity,Rice (Milled Equivalent),1995,4000
Republic of Moldova,Import Quantity,Rice (Milled Equivalent),2000,7000
Republic of Moldova,Import Quantity,Rice (Milled Equivalent),2005,13000
Republic of Moldova,Import Quantity,Rice (Milled Equivalent),2010,13000
Republic of Moldova,Import Quantity,Rice (Milled Equivalent),2011,10000
Republic of Moldova,Import Quantity,Rice (Milled Equivalent),2012,11000
Republic of Moldova,Import Quantity,Rice (Milled Equivalent),2013,10000
Republic of Moldova,Production,Barley and products,1995,338000
Republic of Moldova,Production,Barley and products,2000,133000
Republic of Moldova,Production,Barley and products,2005,212000
Republic of Moldova,Production,Barley and products,2010,208000
Republic of Moldova,Production,Barley and products,2011,194000
Republic of Moldova,Production,Barley and products,2012,118000
Republic of Moldova,Production,Barley and products,2013,219000
Republic of Moldova,Import Quantity,Barley and products,1995,17000
Republic of Moldova,Import Quantity,Barley and products,2000,7000
Republic of Moldova,Import Quantity,Barley and products,2005,15000
Republic of Moldova,Import Quantity,Barley and products,2010,1000
Republic of Moldova,Import Quantity,Barley and products,2011,18000
Republic of Moldova,Import Quantity,Barley and products,2012,27000
Republic of Moldova,Import Quantity,Barley and products,2013,22000
Republic of Moldova,Production,Maize and products,1995,979000
Republic of Moldova,Production,Maize and products,2000,1031000
Republic of Moldova,Production,Maize and products,2005,1492000
Republic of Moldova,Production,Maize and products,2010,1420000
Republic of Moldova,Production,Maize and products,2011,1468000
Republic of Moldova,Production,Maize and products,2012,572000
Republic of Moldova,Production,Maize and products,2013,1419000
Republic of Moldova,Import Quantity,Maize and products,1995,40000
Republic of Moldova,Import Quantity,Maize and products,2000,1000
Republic of Moldova,Import Quantity,Maize and products,2005,2000
Republic of Moldova,Import Quantity,Maize and products,2010,5000
Republic of Moldova,Import Quantity,Maize and products,2011,5000
Republic of Moldova,Import Quantity,Maize and products,2012,6000
Republic of Moldova,Import Quantity,Maize and products,2013,8000
Republic of Moldova,Production,Millet and products,1995,0
Republic of Moldova,Production,Millet and products,2000,0
Republic of Moldova,Production,Millet and products,2005,0
Republic of Moldova,Production,Millet and products,2010,0
Republic of Moldova,Production,Millet and products,2011,0
Republic of Moldova,Production,Millet and products,2012,0
Republic of Moldova,Production,Millet and products,2013,0
Republic of Moldova,Import Quantity,Millet and products,1995,0
Republic of Moldova,Import Quantity,Millet and products,2000,0
Republic of Moldova,Import Quantity,Millet and products,2005,0
Republic of Moldova,Import Quantity,Millet and products,2010,0
Republic of Moldova,Import Quantity,Millet and products,2011,0
Republic of Moldova,Import Quantity,Millet and products,2012,0
Republic of Moldova,Import Quantity,Millet and products,2013,0
Romania,Total Population - Both sexes,Population,1965,19037000
Romania,Total Population - Both sexes,Population,1970,20332000
Romania,Total Population - Both sexes,Population,1975,21470000
Romania,Total Population - Both sexes,Population,1980,22400000
Romania,Total Population - Both sexes,Population,1985,22898000
Romania,Total Population - Both sexes,Population,1990,23372000
Romania,Total Population - Both sexes,Population,1995,22964000
Romania,Total Population - Both sexes,Population,2000,22388000
Romania,Total Population - Both sexes,Population,2005,22113000
Romania,Total Population - Both sexes,Population,2010,21861000
Romania,Total Population - Both sexes,Population,2011,21809000
Romania,Total Population - Both sexes,Population,2012,21755000
Romania,Total Population - Both sexes,Population,2013,21699000
Romania,Production,Wheat and products,1965,5937000
Romania,Production,Wheat and products,1970,3356000
Romania,Production,Wheat and products,1975,4860000
Romania,Production,Wheat and products,1980,6264000
Romania,Production,Wheat and products,1985,5532000
Romania,Production,Wheat and products,1990,7289000
Romania,Production,Wheat and products,1995,7667000
Romania,Production,Wheat and products,2000,4456000
Romania,Production,Wheat and products,2005,7341000
Romania,Production,Wheat and products,2010,5812000
Romania,Production,Wheat and products,2011,7132000
Romania,Production,Wheat and products,2012,5298000
Romania,Production,Wheat and products,2013,7296000
Romania,Import Quantity,Wheat and products,1965,0
Romania,Import Quantity,Wheat and products,1970,152000
Romania,Import Quantity,Wheat and products,1975,399000
Romania,Import Quantity,Wheat and products,1980,807000
Romania,Import Quantity,Wheat and products,1985,0
Romania,Import Quantity,Wheat and products,1990,242000
Romania,Import Quantity,Wheat and products,1995,224000
Romania,Import Quantity,Wheat and products,2000,359000
Romania,Import Quantity,Wheat and products,2005,218000
Romania,Import Quantity,Wheat and products,2010,914000
Romania,Import Quantity,Wheat and products,2011,852000
Romania,Import Quantity,Wheat and products,2012,804000
Romania,Import Quantity,Wheat and products,2013,988000
Romania,Production,Rice (Milled Equivalent),1965,31000
Romania,Production,Rice (Milled Equivalent),1970,43000
Romania,Production,Rice (Milled Equivalent),1975,46000
Romania,Production,Rice (Milled Equivalent),1980,26000
Romania,Production,Rice (Milled Equivalent),1985,91000
Romania,Production,Rice (Milled Equivalent),1990,44000
Romania,Production,Rice (Milled Equivalent),1995,16000
Romania,Production,Rice (Milled Equivalent),2000,2000
Romania,Production,Rice (Milled Equivalent),2005,10000
Romania,Production,Rice (Milled Equivalent),2010,41000
Romania,Production,Rice (Milled Equivalent),2011,44000
Romania,Production,Rice (Milled Equivalent),2012,34000
Romania,Production,Rice (Milled Equivalent),2013,36000
Romania,Import Quantity,Rice (Milled Equivalent),1965,38000
Romania,Import Quantity,Rice (Milled Equivalent),1970,37000
Romania,Import Quantity,Rice (Milled Equivalent),1975,64000
Romania,Import Quantity,Rice (Milled Equivalent),1980,58000
Romania,Import Quantity,Rice (Milled Equivalent),1985,55000
Romania,Import Quantity,Rice (Milled Equivalent),1990,55000
Romania,Import Quantity,Rice (Milled Equivalent),1995,36000
Romania,Import Quantity,Rice (Milled Equivalent),2000,72000
Romania,Import Quantity,Rice (Milled Equivalent),2005,71000
Romania,Import Quantity,Rice (Milled Equivalent),2010,47000
Romania,Import Quantity,Rice (Milled Equivalent),2011,96000
Romania,Import Quantity,Rice (Milled Equivalent),2012,42000
Romania,Import Quantity,Rice (Milled Equivalent),2013,48000
Romania,Production,Barley and products,1965,485000
Romania,Production,Barley and products,1970,513000
Romania,Production,Barley and products,1975,952000
Romania,Production,Barley and products,1980,2349000
Romania,Production,Barley and products,1985,1763000
Romania,Production,Barley and products,1990,2680000
Romania,Production,Barley and products,1995,1816000
Romania,Production,Barley and products,2000,867000
Romania,Production,Barley and products,2005,1079000
Romania,Production,Barley and products,2010,1311000
Romania,Production,Barley and products,2011,1330000
Romania,Production,Barley and products,2012,986000
Romania,Production,Barley and products,2013,1542000
Romania,Import Quantity,Barley and products,1965,9000
Romania,Import Quantity,Barley and products,1970,18000
Romania,Import Quantity,Barley and products,1975,87000
Romania,Import Quantity,Barley and products,1980,67000
Romania,Import Quantity,Barley and products,1985,154000
Romania,Import Quantity,Barley and products,1990,192000
Romania,Import Quantity,Barley and products,1995,26000
Romania,Import Quantity,Barley and products,2000,140000
Romania,Import Quantity,Barley and products,2005,104000
Romania,Import Quantity,Barley and products,2010,209000
Romania,Import Quantity,Barley and products,2011,336000
Romania,Import Quantity,Barley and products,2012,276000
Romania,Import Quantity,Barley and products,2013,358000
Romania,Production,Maize and products,1965,5877000
Romania,Production,Maize and products,1970,6536000
Romania,Production,Maize and products,1975,9241000
Romania,Production,Maize and products,1980,10563000
Romania,Production,Maize and products,1985,11903000
Romania,Production,Maize and products,1990,6810000
Romania,Production,Maize and products,1995,9923000
Romania,Production,Maize and products,2000,4898000
Romania,Production,Maize and products,2005,10389000
Romania,Production,Maize and products,2010,9042000
Romania,Production,Maize and products,2011,11718000
Romania,Production,Maize and products,2012,5953000
Romania,Production,Maize and products,2013,11305000
Romania,Import Quantity,Maize and products,1965,0
Romania,Import Quantity,Maize and products,1970,0
Romania,Import Quantity,Maize and products,1975,595000
Romania,Import Quantity,Maize and products,1980,1390000
Romania,Import Quantity,Maize and products,1985,128000
Romania,Import Quantity,Maize and products,1990,611000
Romania,Import Quantity,Maize and products,1995,11000
Romania,Import Quantity,Maize and products,2000,57000
Romania,Import Quantity,Maize and products,2005,48000
Romania,Import Quantity,Maize and products,2010,459000
Romania,Import Quantity,Maize and products,2011,394000
Romania,Import Quantity,Maize and products,2012,716000
Romania,Import Quantity,Maize and products,2013,313000
Romania,Production,Millet and products,1965,0
Romania,Production,Millet and products,1970,0
Romania,Production,Millet and products,1975,0
Romania,Production,Millet and products,1980,0
Romania,Production,Millet and products,1985,0
Romania,Production,Millet and products,1990,0
Romania,Production,Millet and products,1995,0
Romania,Production,Millet and products,2000,0
Romania,Production,Millet and products,2005,5000
Romania,Production,Millet and products,2010,6000
Romania,Production,Millet and products,2011,6000
Romania,Production,Millet and products,2012,7000
Romania,Production,Millet and products,2013,6000
Romania,Import Quantity,Millet and products,1965,0
Romania,Import Quantity,Millet and products,1970,0
Romania,Import Quantity,Millet and products,1975,0
Romania,Import Quantity,Millet and products,1980,0
Romania,Import Quantity,Millet and products,1985,0
Romania,Import Quantity,Millet and products,1990,0
Romania,Import Quantity,Millet and products,1995,0
Romania,Import Quantity,Millet and products,2000,0
Romania,Import Quantity,Millet and products,2005,0
Romania,Import Quantity,Millet and products,2010,0
Romania,Import Quantity,Millet and products,2011,0
Romania,Import Quantity,Millet and products,2012,0
Romania,Import Quantity,Millet and products,2013,0
Russian Federation,Total Population - Both sexes,Population,1995,148602000
Russian Federation,Total Population - Both sexes,Population,2000,146763000
Russian Federation,Total Population - Both sexes,Population,2005,143933000
Russian Federation,Total Population - Both sexes,Population,2010,143618000
Russian Federation,Total Population - Both sexes,Population,2011,143438000
Russian Federation,Total Population - Both sexes,Population,2012,143170000
Russian Federation,Total Population - Both sexes,Population,2013,142834000
Russian Federation,Production,Wheat and products,1995,30119000
Russian Federation,Production,Wheat and products,2000,34455000
Russian Federation,Production,Wheat and products,2005,47698000
Russian Federation,Production,Wheat and products,2010,41508000
Russian Federation,Production,Wheat and products,2011,56240000
Russian Federation,Production,Wheat and products,2012,37720000
Russian Federation,Production,Wheat and products,2013,52091000
Russian Federation,Import Quantity,Wheat and products,1995,2757000
Russian Federation,Import Quantity,Wheat and products,2000,2897000
Russian Federation,Import Quantity,Wheat and products,2005,965000
Russian Federation,Import Quantity,Wheat and products,2010,328000
Russian Federation,Import Quantity,Wheat and products,2011,450000
Russian Federation,Import Quantity,Wheat and products,2012,720000
Russian Federation,Import Quantity,Wheat and products,2013,1360000
Russian Federation,Production,Rice (Milled Equivalent),1995,308000
Russian Federation,Production,Rice (Milled Equivalent),2000,391000
Russian Federation,Production,Rice (Milled Equivalent),2005,383000
Russian Federation,Production,Rice (Milled Equivalent),2010,707000
Russian Federation,Production,Rice (Milled Equivalent),2011,704000
Russian Federation,Production,Rice (Milled Equivalent),2012,702000
Russian Federation,Production,Rice (Milled Equivalent),2013,624000
Russian Federation,Import Quantity,Rice (Milled Equivalent),1995,149000
Russian Federation,Import Quantity,Rice (Milled Equivalent),2000,363000
Russian Federation,Import Quantity,Rice (Milled Equivalent),2005,379000
Russian Federation,Import Quantity,Rice (Milled Equivalent),2010,231000
Russian Federation,Import Quantity,Rice (Milled Equivalent),2011,196000
Russian Federation,Import Quantity,Rice (Milled Equivalent),2012,211000
Russian Federation,Import Quantity,Rice (Milled Equivalent),2013,256000
Russian Federation,Production,Barley and products,1995,15786000
Russian Federation,Production,Barley and products,2000,14079000
Russian Federation,Production,Barley and products,2005,15791000
Russian Federation,Production,Barley and products,2010,8350000
Russian Federation,Production,Barley and products,2011,16938000
Russian Federation,Production,Barley and products,2012,13952000
Russian Federation,Production,Barley and products,2013,15389000
Russian Federation,Import Quantity,Barley and products,1995,689000
Russian Federation,Import Quantity,Barley and products,2000,1380000
Russian Federation,Import Quantity,Barley and products,2005,559000
Russian Federation,Import Quantity,Barley and products,2010,225000
Russian Federation,Import Quantity,Barley and products,2011,508000
Russian Federation,Import Quantity,Barley and products,2012,736000
Russian Federation,Import Quantity,Barley and products,2013,489000
Russian Federation,Production,Maize and products,1995,1739000
Russian Federation,Production,Maize and products,2000,1530000
Russian Federation,Production,Maize and products,2005,3211000
Russian Federation,Production,Maize and products,2010,3084000
Russian Federation,Production,Maize and products,2011,6962000
Russian Federation,Production,Maize and products,2012,8213000
Russian Federation,Production,Maize and products,2013,11635000
Russian Federation,Import Quantity,Maize and products,1995,261000
Russian Federation,Import Quantity,Maize and products,2000,783000
Russian Federation,Import Quantity,Maize and products,2005,252000
Russian Federation,Import Quantity,Maize and products,2010,91000
Russian Federation,Import Quantity,Maize and products,2011,169000
Russian Federation,Import Quantity,Maize and products,2012,111000
Russian Federation,Import Quantity,Maize and products,2013,115000
Russian Federation,Production,Millet and products,1995,488000
Russian Federation,Production,Millet and products,2000,1123000
Russian Federation,Production,Millet and products,2005,456000
Russian Federation,Production,Millet and products,2010,134000
Russian Federation,Production,Millet and products,2011,878000
Russian Federation,Production,Millet and products,2012,334000
Russian Federation,Production,Millet and products,2013,419000
Russian Federation,Import Quantity,Millet and products,1995,0
Russian Federation,Import Quantity,Millet and products,2000,2000
Russian Federation,Import Quantity,Millet and products,2005,0
Russian Federation,Import Quantity,Millet and products,2010,1000
Russian Federation,Import Quantity,Millet and products,2011,2000
Russian Federation,Import Quantity,Millet and products,2012,0
Russian Federation,Import Quantity,Millet and products,2013,0
Rwanda,Total Population - Both sexes,Population,1965,3233000
Rwanda,Total Population - Both sexes,Population,1970,3755000
Rwanda,Total Population - Both sexes,Population,1975,4359000
Rwanda,Total Population - Both sexes,Population,1980,5141000
Rwanda,Total Population - Both sexes,Population,1985,6113000
Rwanda,Total Population - Both sexes,Population,1990,7215000
Rwanda,Total Population - Both sexes,Population,1995,5664000
Rwanda,Total Population - Both sexes,Population,2000,8396000
Rwanda,Total Population - Both sexes,Population,2005,9429000
Rwanda,Total Population - Both sexes,Population,2010,10837000
Rwanda,Total Population - Both sexes,Population,2011,11144000
Rwanda,Total Population - Both sexes,Population,2012,11458000
Rwanda,Total Population - Both sexes,Population,2013,11777000
Rwanda,Production,Wheat and products,1965,0
Rwanda,Production,Wheat and products,1970,1000
Rwanda,Production,Wheat and products,1975,2000
Rwanda,Production,Wheat and products,1980,2000
Rwanda,Production,Wheat and products,1985,5000
Rwanda,Production,Wheat and products,1990,11000
Rwanda,Production,Wheat and products,1995,6000
Rwanda,Production,Wheat and products,2000,6000
Rwanda,Production,Wheat and products,2005,22000
Rwanda,Production,Wheat and products,2010,77000
Rwanda,Production,Wheat and products,2011,91000
Rwanda,Production,Wheat and products,2012,76000
Rwanda,Production,Wheat and products,2013,70000
Rwanda,Import Quantity,Wheat and products,1965,2000
Rwanda,Import Quantity,Wheat and products,1970,11000
Rwanda,Import Quantity,Wheat and products,1975,10000
Rwanda,Import Quantity,Wheat and products,1980,10000
Rwanda,Import Quantity,Wheat and products,1985,15000
Rwanda,Import Quantity,Wheat and products,1990,14000
Rwanda,Import Quantity,Wheat and products,1995,10000
Rwanda,Import Quantity,Wheat and products,2000,7000
Rwanda,Import Quantity,Wheat and products,2005,35000
Rwanda,Import Quantity,Wheat and products,2010,60000
Rwanda,Import Quantity,Wheat and products,2011,91000
Rwanda,Import Quantity,Wheat and products,2012,102000
Rwanda,Import Quantity,Wheat and products,2013,111000
Rwanda,Production,Rice (Milled Equivalent),1965,0
Rwanda,Production,Rice (Milled Equivalent),1970,1000
Rwanda,Production,Rice (Milled Equivalent),1975,2000
Rwanda,Production,Rice (Milled Equivalent),1980,3000
Rwanda,Production,Rice (Milled Equivalent),1985,3000
Rwanda,Production,Rice (Milled Equivalent),1990,6000
Rwanda,Production,Rice (Milled Equivalent),1995,2000
Rwanda,Production,Rice (Milled Equivalent),2000,8000
Rwanda,Production,Rice (Milled Equivalent),2005,41000
Rwanda,Production,Rice (Milled Equivalent),2010,45000
Rwanda,Production,Rice (Milled Equivalent),2011,54000
Rwanda,Production,Rice (Milled Equivalent),2012,56000
Rwanda,Production,Rice (Milled Equivalent),2013,63000
Rwanda,Import Quantity,Rice (Milled Equivalent),1965,1000
Rwanda,Import Quantity,Rice (Milled Equivalent),1970,2000
Rwanda,Import Quantity,Rice (Milled Equivalent),1975,2000
Rwanda,Import Quantity,Rice (Milled Equivalent),1980,6000
Rwanda,Import Quantity,Rice (Milled Equivalent),1985,10000
Rwanda,Import Quantity,Rice (Milled Equivalent),1990,5000
Rwanda,Import Quantity,Rice (Milled Equivalent),1995,8000
Rwanda,Import Quantity,Rice (Milled Equivalent),2000,2000
Rwanda,Import Quantity,Rice (Milled Equivalent),2005,15000
Rwanda,Import Quantity,Rice (Milled Equivalent),2010,46000
Rwanda,Import Quantity,Rice (Milled Equivalent),2011,41000
Rwanda,Import Quantity,Rice (Milled Equivalent),2012,59000
Rwanda,Import Quantity,Rice (Milled Equivalent),2013,65000
Rwanda,Production,Barley and products,1965,1000
Rwanda,Production,Barley and products,1970,0
Rwanda,Production,Barley and products,1975,0
Rwanda,Production,Barley and products,1980,0
Rwanda,Production,Barley and products,1985,0
Rwanda,Production,Barley and products,1990,0
Rwanda,Production,Barley and products,1995,0
Rwanda,Production,Barley and products,2000,0
Rwanda,Production,Barley and products,2005,0
Rwanda,Production,Barley and products,2010,0
Rwanda,Production,Barley and products,2011,0
Rwanda,Production,Barley and products,2012,0
Rwanda,Production,Barley and products,2013,0
